Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Angola,AGO,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1227.657097,1460.780788,2029.007197,2156.721307,1994.07562,2163.700961,2457.651044,2229.681041,1707.512161,2186.770976,2301.163662,2650.550529,2879.902838,3062.667414,3224.523148,3134.604045,3026.269357,2878.724732,2502.499132,2429.142231,..,..
Angola,AGO,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.98931647,38.8988145,6.294413847,-7.541340038,8.50646482,13.58552259,-9.275930512,-23.41899449,28.06766628,5.231123309,15.18305162,8.653006513,6.346206303,5.284796288,-2.788601545,-3.456088439,-4.875462416,-13.06917595,-2.9313457,..,..
Antigua and Barbuda,ATG,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,7769.960841,8430.259346,8229.394358,8573.808537,8716.899127,8581.482083,8267.741754,8599.012735,8020.047023,8438.449254,8631.506087,7944.336938,7256.812149,7497.275422,7533.721037,6910.087292,7411.495338,7387.985294,7227.896045,6186.644444,6129.355081,6969.522435,7844.542471,8149.577963,8440.293749,7947.282146,8382.25318,8900.697996,9073.27347,8461.354997,8286.315476,7797.450748,6837.085504,7529.545425,7378.574796,7857.95289,9400.873488,10465.48062,10965.56832,10050.0536,11114.80763,11991.17233,11675.20318,11778.37308,11248.36217,11697.12026,11351.47108,11871.0685,11091.04111,10458.02886,..,..
Argentina,ARG,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,8.498093078,-2.382666763,4.185170419,1.668926824,-1.553500184,-3.656015669,4.006789171,-6.732932366,5.216954828,2.287823604,-7.961173199,-8.654275292,3.313621288,0.486118137,-8.277898027,7.256175286,-0.317210543,-2.166886397,-14.40601241,-0.926016746,13.70727169,12.5549497,3.888505847,3.56724958,-5.841166408,5.473204881,6.185029306,1.938898216,-6.74418638,-2.06869374,-5.899663473,-12.31640026,10.12799857,-2.005043073,6.496892779,19.63514697,11.32455543,4.778449505,-8.34899475,10.59451098,7.884659127,-2.635014661,0.883666853,-4.499865158,3.989541552,-2.954993786,4.577357571,-6.570827117,-5.707419605,..,..
Armenia,ARM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,928.9163194,1004.058202,1085.361878,1132.879328,1175.88282,1173.056371,1278.657153,1475.771896,1777.95529,1973.025613,2281.266367,2635.24504,3107.245804,3424.739586,2690.968608,2744.002046,2818.496683,3178.626797,3273.427229,3296.917906,3235.792344,3176.926442,3495.55531,3631.810744,3832.242361,..,..
Armenia,ARM,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.089198285,8.097506293,4.378028269,3.795946354,-0.240368264,9.002191593,15.41576199,20.47629408,10.97161016,15.6227447,15.516762,17.91107683,10.21785215,-21.42559921,1.970793621,2.714817117,12.77738291,2.982433536,0.717617211,-1.854021359,-1.819211336,10.02946947,3.897962471,5.518779232,..,..
Aruba,ABW,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23875.63492,..,..,..,..,..,..
Aruba,ABW,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44412.79223,..,..,..,..,..,..
Australia,AUS,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,15968.45062,16632.82183,17592.88634,18534.79955,18895.26382,18948.03895,19816.85638,20730.15684,20833.05618,21918.2307,22088.50114,21858.76334,22272.06075,23116.60682,23151.72122,23643.73059,24260.71414,24706.01157,25649.72151,26517.68605,27497.82559,27998.43297,28270.32131,28029.32352,28588.38979,29181.72236,29781.29554,30171.87772,31148.55427,31674.80987,32693.61261,32697.45933,33261.29287,33487.63133,34294.18743,34736.08378,35973.78701,37058.58145,37420.91173,35436.49178,36131.77905,36542.9308,36285.28166,35977.41865,35976.37555,35797.3092,36733.95803,36540.9176,37212.625,37649.44485,..,..
Austria,AUT,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,4.160523915,5.772108444,5.353943614,1.944797224,0.279303478,4.585263055,4.608705033,0.496375149,5.208906976,0.776843893,-1.040078722,1.890763002,3.791953003,0.151901172,2.125152433,2.609501693,1.835467123,3.819758375,3.383914067,3.696172976,1.820534394,0.97108416,-0.85247631,1.994576382,2.075431944,2.054618885,1.311501652,3.237042646,1.68950249,3.216444681,0.011765954,1.724395583,0.680486053,2.4085194,1.288545915,3.56316284,3.0155136,0.977723014,-5.302970608,1.962065767,1.137922803,-0.70505877,-0.848451493,-0.002899308,-0.497733183,2.616534199,-0.525509489,1.838233532,1.173848542,..,..
Azerbaijan,AZE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4460.663277,..,..,..,..,..,..
Azerbaijan,AZE,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.55560087,2.223245585,16.22245544,29.47361018,16.16095227,10.92518486,22.4208043,38.29261928,21.13848264,19.41643867,-1.740940537,-5.765167732,15.58942981,0.308211477,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26312.18489,25388.74547,23284.4517,23000.18997,21996.5206,22023.18351,26644.01241,29753.08825,33175.0261,29887.19292,34566.26535,35152.40537,33755.68225,36825.18449,35405.75894,33634.0732,34723.89016,33136.12156,33903.94333,32299.15176,28690.59133,27453.04474,26776.06562,28013.54761,26701.8108,27043.61041,27517.5912,27489.03345,28360.26587,28288.61784,29368.44162,..,..
"Bahamas, The",BHS,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-3.509550505,-8.288293632,-1.220822106,-4.36374379,0.12121421,20.98165731,11.66894757,11.50111823,-9.910566997,15.65577755,1.695699572,-3.973335841,9.093290494,-3.854496777,-5.003947944,3.240217023,-4.572553915,2.317174533,-4.733347853,-11.17230712,-4.313423059,-2.465952782,4.621597516,-4.6825087,1.280061508,1.752653528,-0.103779953,3.16938178,-0.252635259,3.817166983,..,..
Bahrain,BHR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16918.25648,16162.34494,14304.21809,15341.8603,15381.2372,16928.14243,17830.14401,19079.29446,20190.24548,16457.3601,14908.86578,13365.18101,16010.89046,16959.81097,17044.61844,17254.19999,17614.04383,17593.07142,16506.77595,16130.9431,..,..
Bahrain,BHR,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.468022676,-11.49664146,7.254099455,0.256663169,10.05709232,5.328414401,7.005834895,5.822809767,-18.48855867,-9.409129472,-10.35413952,19.79553767,5.926719168,0.500049618,1.229605395,2.085543496,-0.119066403,-6.174564109,-2.276839859,..,..
Bangladesh,BGD,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,511.2970506,499.52928,466.3158812,459.9644268,437.875437,464.8429495,480.4963371,477.7700711,522.0875801,498.0156792,497.0298244,495.5616855,527.75616,534.3577791,539.931015,539.7400461,539.8448792,563.6883996,543.139749,548.8431211,553.9682375,571.1516446,580.5583342,585.769973,586.2921294,599.6436195,614.439487,637.3646514,656.1951318,669.5498254,685.8480378,727.6577713,764.4430781,814.4978316,863.8985801,900.1597211,935.6458378,984.5170537,1026.409056,1077.974579,1126.8792,1160.925293,1217.569062,1284.051352,1347.756603,1441.192488,1653.586777,..,..
Bangladesh,BGD,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.301552615,-6.648939329,-1.362049787,-4.802325663,6.15871779,3.36745725,-0.56738538,9.275907321,-4.610701694,-0.197956587,-0.29538245,6.496562472,1.250884335,1.04297834,-0.035369126,0.019422871,4.416735502,-3.645391774,1.050074506,0.933803535,3.101875865,1.646968834,0.897694261,0.089140168,2.277276029,2.467443498,3.731069519,2.9544281,2.035171097,2.43420456,6.096063732,5.055303229,6.547871898,6.06517864,4.197384024,3.942202242,5.223260119,4.255081462,5.0238764,4.536713764,3.021272622,4.879191639,5.460247935,4.961269744,6.932697215,14.73739917,..,..
Barbados,BRB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13943.14077,..,..,..,..,..,..
Barbados,BRB,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1344.063792,982.6881356,1068.404496,1184.996,1324.880379,1370.575768,1499.202559,1660.737908,1795.665126,1984.278854,2253.571477,2607.562077,2996.271535,3324.096876,3874.285895,3717.365212,3989.714285,4737.445736,4916.679783,4887.417475,5035.181721,4809.087598,4550.042673,4743.870106,5054.337796,5209.944383,..,..
Belarus,BLR,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-26.88679353,8.722641253,10.9126744,11.8046288,3.449019918,9.384872757,10.7747514,8.124534088,10.5038365,13.57130937,15.70798195,14.90700686,10.94110922,16.55153383,-4.05031242,7.326400758,18.74147864,3.78334775,-0.595163998,3.023360447,-4.490287263,-5.386571153,4.259903634,6.544607752,3.078674068,..,..
Belgium,BEL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,16230.91793,16735.10292,17740.01455,18890.67376,19151.01159,18865.12722,19904.18426,19897.44155,20443.87803,20800.28842,20675.35785,20150.35248,20106.46012,20271.54235,20917.07578,21522.65185,22546.72082,23250.76394,24559.11761,25332.91017,25975.03814,26452.39364,26983.40789,27115.92543,28121.08031,28544.15922,28618.4195,29564.07925,30092.66013,30730.9572,31416.77183,31360.1601,31684.48113,31734.68459,32358.56376,32655.78441,32998.39898,33912.92793,33100.22091,32375.37816,32639.774,31780.72414,32657.00043,32818.7127,33178.14346,33791.19583,34161.48706,34399.9925,34686.1565,35504.91525,..,..
Belgium,BEL,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,3.106324543,6.004812933,6.486236033,1.378128876,-1.49278993,5.507818867,-0.033875813,2.746265007,1.743360029,-0.600619422,-2.539280696,-0.217824285,0.821040738,3.18443177,2.895127762,4.758098462,3.12259652,5.627142707,3.150734399,2.534757999,1.837747075,2.007433652,0.491107492,3.706880246,1.504490219,0.260159308,3.304374465,1.787915934,2.121105488,2.231673502,-0.180195883,1.034181679,0.15844811,1.965922062,0.918522386,1.049169637,2.771434279,-2.396451932,-2.189842618,0.81665714,-2.631911183,2.757257148,0.495184088,1.095200667,1.847759719,1.095821636,0.698170548,0.831872265,2.360477004,..,..
Belize,BLZ,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3292.489563,2585.352946,2458.24959,2379.281305,2335.618655,2057.422514,2201.014826,2542.125162,2790.703707,2964.066869,3307.460742,3422.346417,3654.549426,3772.383428,3792.368163,3831.124242,3695.390715,3612.176865,3600.097624,3574.310758,3528.246881,3499.617467,3590.981288,3569.476822,3498.526909,3487.325124,3433.278721,3245.221111,3071.879975,3253.879646,3066.579937,3184.676889,3251.777766,3352.50643,3438.902232,3740.226279,3674.71133,3681.757095,3473.844228,3521.092548,..,..
Belize,BLZ,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-21.47726224,-4.916286442,-3.212378642,-1.835119263,-11.91102582,6.979233022,15.49786638,9.778375513,6.212166554,11.58522692,3.47353102,6.784906635,3.224309985,0.529764157,1.021949287,-3.542916363,-2.25182818,-0.334403365,-0.716282408,-1.288748532,-0.811434555,2.610680222,-0.598846485,-1.987683821,-0.320185763,-1.549795351,-5.477493267,-5.341427591,5.924699938,-5.756196587,3.851096502,2.10699167,3.097649083,2.577051028,8.762216157,-1.751630617,0.19173656,-5.647109844,1.360116257,..,..
Benin,BEN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,707.1654708,733.2120731,746.0335949,724.9063464,657.7600595,637.4367577,623.6637475,631.7588725,687.6736883,726.3373616,743.9100004,688.3782832,639.6014612,652.8862869,695.1613531,669.8473827,636.9351183,647.6318466,588.9599393,629.7493913,642.2841409,597.0776877,629.644,551.0138147,565.4769533,581.6523726,606.3405446,613.1635763,658.4258132,695.3579576,725.2974679,761.7910244,776.853643,803.6139917,785.0047387,791.8499224,812.4534274,831.4043885,826.968773,819.726846,835.3752198,863.3771646,923.4320359,954.5815866,958.4343404,974.3669227,983.0036239,1016.66071,1068.538444,..,..
Benin,BEN,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,3.68324011,1.748678498,-2.831943319,-9.262753348,-3.089774377,-2.160686546,1.297995132,8.850657776,5.6223866,2.419349425,-7.46484349,-7.085758393,2.077047436,6.475104016,-3.641452491,-4.913397486,1.679406271,-9.059453694,6.925675119,1.990434578,-7.038388524,5.454283916,-12.48803853,2.624823239,2.86049133,4.244489183,1.125280468,7.381755645,5.609158031,4.305625605,5.031529567,1.977263858,3.444709167,-2.315695492,0.871992664,2.601945693,2.332559688,-0.533508796,-0.875719522,1.908974172,3.352020045,6.955809556,3.373236955,0.40360655,1.66235512,0.886391043,3.423902549,5.102757793,..,..
Bermuda,BMU,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,627.8048559,588.7322708,583.4127895,590.0480542,663.9652834,665.3154984,701.1786525,777.7464319,745.6086044,753.6024801,998.5074104,1072.664482,1160.070719,1212.012003,1265.876262,1355.939125,1382.420245,1584.058461,1657.062883,1730.988595,1855.086328,1969.832054,2022.520297,2069.467513,2156.524479,2232.99227,2350.804461,2460.015111,2530.077387,2636.37703,..,..
Bhutan,BTN,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-6.223683164,-0.903548451,1.137319048,12.5273236,0.203356265,5.390398117,10.91986745,-4.132172927,1.072127607,32.49789336,7.426792346,8.148515923,4.477423971,4.444201821,7.114665531,1.952972653,14.58588423,4.608694898,4.461249644,7.169182628,6.185465552,2.6747581,2.321223493,4.20673268,3.545880977,5.275978433,4.645671381,2.84804251,4.201438399,..,..
Bolivia,BOL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2002.086255,2005.104405,1889.83811,1841.389766,1722.751321,1767.280992,1608.351882,1555.934434,1517.960686,1553.629772,1463.489239,1500.298541,1478.093151,1483.774433,1526.063698,1569.203708,1565.028816,1575.168041,1608.915606,1665.439827,1730.977394,1797.331594,1873.951562,1799.183247,1752.096749,1762.226139,1788.724186,1806.468733,1810.984737,1810.594157,1899.570513,1926.781282,2143.489766,2155.75877,2254.736123,2331.227074,2385.441006,2481.569654,2532.513092,2577.463924,2661.439418,2741.238103,2831.921799,2887.22002,..,..
Bolivia,BOL,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.150750233,-5.748643047,-2.563624027,-6.442875225,2.584799727,-8.992860264,-3.259078334,-2.440575104,2.349803042,-5.801931384,2.515174069,-1.480064771,0.384365679,2.850114083,2.826881347,-0.266051616,0.647861884,2.142473968,3.513187444,3.935150661,3.833337207,4.262984529,-3.989874482,-2.617104044,0.578129599,1.503668955,0.99202253,0.249990692,-0.021567277,4.914207617,1.432469565,11.2471761,0.572384529,4.591300035,3.392456884,2.32555345,4.029806163,2.052871559,1.774949632,3.258066706,2.99832809,3.308129109,1.952674722,..,..
Bosnia and Herzegovina,BIH,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2437.185167,2494.612414,2625.333803,2693.543004,2989.275204,3037.122448,3279.508524,3446.64441,3694.003395,3587.60565,3539.027542,3493.245195,3429.528244,3582.963642,3673.493409,3922.089391,4196.963357,4387.744054,4630.455924,4866.053926,..,..
Bosnia and Herzegovina,BIH,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.356293983,5.240148238,2.598115391,10.97930122,1.600630276,7.980780497,5.096369899,7.176806071,-2.880282812,-1.354053742,-1.293642007,-1.824004539,4.473950579,2.52667277,6.767290823,7.008355441,4.545684132,5.531586789,5.088008717,..,..
